id,food_name,calories,protein_g,fat_g,carbs_g,disease_tags
2657,Broccoli Variant 16,293,8.81,16.48,39.02,"Heart-Healthy, Low-Carb"
2658,Bread Variant 8,227,36.97,23.08,52.89,Diabetes-Friendly
2659,Oats Variant 28,121,9.4,5.59,51.25,High-Protein
2660,Broccoli Variant 35,357,6.75,28.44,77.79,Low-Carb
2661,Almonds Variant 7,221,14.31,20.49,29.28,Diabetes-Friendly
2662,Egg Variant 28,442,27.83,7.97,1.1,"Weight-Loss, Low-Carb"
2663,Rice Variant 38,283,2.14,12.19,27.4,"Kidney-Friendly, Low-Salt"
2664,Pasta Variant 21,189,24.36,29.51,71.04,"Low-Salt, Diabetes-Friendly"
2665,Tofu Variant 9,154,30.72,26.25,73.96,"Weight-Loss, Low-Carb"
2666,Cheese Variant 5,323,26.63,14.23,14.49,"Balanced, Low-Carb"
2667,Potato Variant 46,136,3.52,26.25,42.02,"Kidney-Friendly, Weight-Loss, High-Protein"
2668,Potato Variant 13,581,2.31,18.62,52.27,"Heart-Healthy, Liver-Friendly, Kidney-Friendly"
2669,Carrot Variant 35,51,25.37,11.74,16.43,"Balanced, Diabetes-Friendly, Weight-Loss"
2670,Beef Variant 31,565,15.55,10.23,9.94,Diabetes-Friendly
2671,Rice Variant 10,518,28.53,5.92,5.61,"Heart-Healthy, Diabetes-Friendly, Balanced"
2672,Oats Variant 47,358,0.5,7.03,79.72,"Heart-Healthy, Balanced, Liver-Friendly"
2673,Salmon Variant 9,521,33.9,16.56,30.21,"Diabetes-Friendly, Heart-Healthy, Kidney-Friendly"
2674,Orange Variant 2,45,35.64,14.84,53.89,"Liver-Friendly, Low-Carb, Low-Salt"
2675,Milk Variant 48,290,29.69,18.31,3.6,"Low-Salt, Diabetes-Friendly"
2676,Pasta Variant 23,239,32.92,13.7,22.31,Low-Salt
2677,Orange Variant 50,186,1.8,16.1,36.65,"Liver-Friendly, Diabetes-Friendly"
2678,Almonds Variant 23,106,33.41,25.79,75.94,"High-Protein, Weight-Loss, Liver-Friendly"
2679,Spinach Variant 35,326,3.24,10.76,40.92,Diabetes-Friendly
2680,Beef Variant 26,450,11.95,9.41,42.6,Low-Carb
2681,Spinach Variant 5,128,39.41,17.45,14.61,"High-Protein, Low-Salt"
2682,Tofu Variant 26,184,3.89,7.97,35.51,Low-Carb
2683,Carrot Variant 12,276,5.84,15.58,10.17,"Low-Salt, Heart-Healthy, Weight-Loss"
2684,Orange Variant 17,127,13.46,27.86,60.04,Liver-Friendly
2685,Potato Variant 44,180,1.66,17.01,72.95,"Diabetes-Friendly, Weight-Loss, Balanced"
2686,Spinach Variant 6,571,30.34,24.42,40.29,"Diabetes-Friendly, Heart-Healthy, Low-Carb"
2687,Broccoli Variant 21,233,36.39,6.56,18.09,"Kidney-Friendly, High-Protein, Diabetes-Friendly"
2688,Tofu Variant 20,167,25.64,12.51,2.7,"Balanced, Low-Salt"
2689,Orange Variant 24,367,19.89,19.53,54.71,"Low-Carb, Low-Salt, Weight-Loss"
2690,Beef Variant 4,323,18.32,19.31,47.91,"Balanced, Heart-Healthy"
2691,Banana Variant 32,363,28.31,13.82,2.39,"Kidney-Friendly, Liver-Friendly"
2692,Rice Variant 33,69,34.69,10.38,61.79,"Kidney-Friendly, Balanced"
2693,Apple Variant 26,291,13.82,23.22,74.53,"Diabetes-Friendly, Low-Salt"
2694,Oats Variant 7,63,39.52,4.03,77.83,"Weight-Loss, Balanced"
2695,Chicken Breast Variant 43,334,26.97,21.39,34.38,"Balanced, High-Protein"
2696,Milk Variant 11,78,22.72,12.51,8,"Heart-Healthy, Kidney-Friendly, Weight-Loss"
2697,Banana Variant 23,572,19.27,1.66,62.37,"Kidney-Friendly, Balanced"
2698,Rice Variant 39,364,4.87,27.89,57.44,Balanced
2699,Rice Variant 26,474,16.04,0.11,22.53,"Kidney-Friendly, Balanced, Heart-Healthy"
2700,Milk Variant 3,461,15.4,10.9,34.22,"Heart-Healthy, Low-Salt"
2701,Oats Variant 49,55,19.01,28.35,2.94,"Low-Carb, Heart-Healthy, Kidney-Friendly"
2702,Oats Variant 2,483,15.13,11.18,19.71,"Balanced, Liver-Friendly"
2703,Rice Variant 37,49,2.53,15.25,62.24,Heart-Healthy
2704,Spinach Variant 24,377,2.88,22.56,4.85,"High-Protein, Heart-Healthy"
2705,Oats Variant 21,425,33.03,9.51,75.98,"Low-Salt, Weight-Loss"
2706,Salmon Variant 35,397,10.73,19.15,49.36,Diabetes-Friendly
2707,Carrot Variant 35,479,5.9,28.21,64.1,Kidney-Friendly
2708,Oats Variant 20,270,19.03,13.96,75.15,"Weight-Loss, High-Protein, Low-Carb"
2709,Spinach Variant 22,585,10.37,17.71,31.66,"Balanced, Heart-Healthy"
2710,Chicken Breast Variant 30,136,13.04,9.67,64.62,Weight-Loss
2711,Carrot Variant 28,497,9.36,16.51,77.75,"Diabetes-Friendly, Weight-Loss"
2712,Beef Variant 7,311,12.85,28.37,29.69,High-Protein
2713,Yogurt Variant 20,384,2.07,3.74,37.02,"Diabetes-Friendly, Balanced, Weight-Loss"
2714,Salmon Variant 25,491,26.22,4.03,76.74,"Low-Salt, Low-Carb"
2715,Banana Variant 3,415,13.81,20.28,52.91,Balanced
2716,Pasta Variant 9,148,34.37,23.73,21.99,High-Protein
2717,Broccoli Variant 49,504,5.08,10.47,59.27,Liver-Friendly
2718,Almonds Variant 45,69,28.08,4.25,64.51,High-Protein
2719,Almonds Variant 17,279,13.44,27.78,21.78,Weight-Loss
2720,Egg Variant 5,216,6.24,17.64,15.74,"Liver-Friendly, Low-Salt, Low-Carb"
2721,Pasta Variant 24,295,8.28,23.29,17.79,Balanced
2722,Milk Variant 13,119,20.38,15.53,48.96,"Balanced, Heart-Healthy, Low-Salt"
2723,Carrot Variant 28,254,36.42,6.06,3.5,"Low-Carb, Balanced, High-Protein"
2724,Potato Variant 45,301,28.69,25.17,29.35,Liver-Friendly
2725,Broccoli Variant 17,201,9.71,17.63,34.21,"Low-Carb, Heart-Healthy"
2726,Pasta Variant 4,444,17.39,12.45,7.7,Kidney-Friendly
2727,Apple Variant 35,482,14.93,0.31,77.48,Kidney-Friendly
2728,Salmon Variant 3,227,39.52,22.04,25.19,Low-Salt
2729,Cheese Variant 43,73,17.98,16.35,11.36,"Diabetes-Friendly, Low-Salt"
2730,Bread Variant 14,78,6.76,14.44,78.18,"Diabetes-Friendly, High-Protein, Weight-Loss"
2731,Oats Variant 37,248,33.26,12.66,41.62,"Low-Salt, High-Protein"
2732,Pasta Variant 48,200,7.79,15.61,7.28,Balanced
2733,Broccoli Variant 2,146,19.72,18.74,24.09,"Kidney-Friendly, Low-Salt, Diabetes-Friendly"
2734,Banana Variant 6,482,2.11,13.32,2.27,"Weight-Loss, Diabetes-Friendly"
2735,Milk Variant 28,548,34.56,10.3,78.08,"High-Protein, Balanced, Diabetes-Friendly"
2736,Spinach Variant 38,374,20.04,22.12,50.31,"Low-Salt, Liver-Friendly"
2737,Almonds Variant 26,496,26.94,12.33,15.68,Balanced
2738,Cheese Variant 31,391,11.14,27.91,75.81,Kidney-Friendly
2739,Cheese Variant 28,277,38.83,5.46,13.48,"Liver-Friendly, Heart-Healthy"
2740,Bread Variant 19,468,31.9,11.36,13.66,High-Protein
2741,Oats Variant 1,572,3.83,5.97,31.56,"High-Protein, Kidney-Friendly"
2742,Chicken Breast Variant 13,577,11.95,25.43,62.5,"Kidney-Friendly, High-Protein, Low-Carb"
2743,Apple Variant 47,145,13.46,24.01,8.42,"High-Protein, Low-Carb"
2744,Apple Variant 11,490,19.67,5.13,17.98,"Low-Carb, Weight-Loss, Liver-Friendly"
2745,Apple Variant 28,286,30.95,26.79,28.3,"Kidney-Friendly, Low-Salt, Heart-Healthy"
2746,Cheese Variant 1,313,12.38,6.09,79.9,"Weight-Loss, High-Protein"
2747,Cheese Variant 38,105,20.5,12.53,69.74,Diabetes-Friendly
2748,Pasta Variant 9,206,36.6,19.84,41.25,"Heart-Healthy, High-Protein"
2749,Tofu Variant 43,346,31.23,9.05,8.04,"Balanced, Liver-Friendly, Kidney-Friendly"
2750,Yogurt Variant 31,285,30.57,26.41,19.37,"High-Protein, Weight-Loss"
2751,Beef Variant 36,525,35.26,8.67,55.22,Kidney-Friendly
2752,Chicken Breast Variant 28,462,29.41,22.72,73.82,"Kidney-Friendly, Balanced"
2753,Rice Variant 40,559,35.05,11.25,66.6,"High-Protein, Diabetes-Friendly, Balanced"
2754,Beef Variant 14,470,35.45,11.74,57.67,"Balanced, High-Protein, Heart-Healthy"
2755,Broccoli Variant 36,207,13.61,1.48,36.21,Kidney-Friendly
2756,Tofu Variant 29,545,27.75,5.02,62.74,"High-Protein, Heart-Healthy, Low-Salt"
2757,Cheese Variant 23,454,9.74,29.66,65.56,"Liver-Friendly, High-Protein"
2758,Salmon Variant 29,397,14.63,27.86,12.24,"Balanced, Liver-Friendly"
2759,Carrot Variant 9,512,3.89,26.39,30.98,Low-Carb
2760,Salmon Variant 32,88,20.5,16.69,22.19,Heart-Healthy
2761,Orange Variant 50,337,33.33,1.15,13.75,Low-Carb
2762,Potato Variant 49,463,22.5,0.69,36.9,Kidney-Friendly
2763,Beef Variant 38,221,28.32,1.34,63.86,"High-Protein, Weight-Loss"
2764,Tofu Variant 13,112,10.59,27.36,61.68,"Liver-Friendly, Kidney-Friendly, High-Protein"
2765,Milk Variant 44,598,29.29,16.91,14.65,Low-Salt
2766,Potato Variant 22,259,33.34,22.19,27.93,"Weight-Loss, Diabetes-Friendly"
2767,Bread Variant 37,105,18.64,22.96,71.83,"Diabetes-Friendly, Low-Carb, Weight-Loss"
2768,Pasta Variant 6,341,33.28,25.46,11.4,"Heart-Healthy, Diabetes-Friendly, Balanced"
2769,Egg Variant 26,489,17.87,25.58,60.58,"Liver-Friendly, Kidney-Friendly"
2770,Carrot Variant 28,300,14.56,23.66,64.4,"Low-Salt, Kidney-Friendly"
2771,Almonds Variant 45,172,10.35,23.47,64.9,"Low-Salt, Liver-Friendly"
2772,Egg Variant 24,423,11.81,26.3,8.5,Weight-Loss
2773,Potato Variant 48,302,31.95,29.54,1.44,"Weight-Loss, Low-Carb"
2774,Salmon Variant 11,427,27.89,22.13,29.09,"Balanced, Liver-Friendly, Kidney-Friendly"
2775,Carrot Variant 23,518,3.81,4.02,51.93,"Low-Carb, High-Protein, Weight-Loss"
2776,Potato Variant 26,599,22.63,28.61,71.76,"Liver-Friendly, Kidney-Friendly, Heart-Healthy"
2777,Cheese Variant 34,519,26.41,20.81,40.21,Balanced
2778,Salmon Variant 17,130,21.37,7.56,52.29,Kidney-Friendly
2779,Spinach Variant 31,315,6.42,17.59,10.37,"Diabetes-Friendly, Liver-Friendly"
2780,Pasta Variant 49,575,33.41,3.01,22.12,"Weight-Loss, Diabetes-Friendly"
2781,Potato Variant 2,490,2.59,20.98,78.84,"Liver-Friendly, Diabetes-Friendly"
2782,Orange Variant 46,367,39.8,12.91,56.72,"Heart-Healthy, Kidney-Friendly"
2783,Rice Variant 48,302,15.05,22.44,3.9,"Heart-Healthy, Diabetes-Friendly, Low-Salt"
2784,Pasta Variant 28,56,28.95,27.56,71.84,High-Protein
2785,Bread Variant 17,542,10.4,10.68,68.29,"Heart-Healthy, Low-Salt, High-Protein"
2786,Spinach Variant 16,598,18.26,23.21,48.55,"Low-Carb, Low-Salt, Diabetes-Friendly"
2787,Broccoli Variant 35,270,5.15,16.54,63.26,"Weight-Loss, Low-Salt, Kidney-Friendly"
2788,Almonds Variant 49,342,14.37,8.77,8.54,Low-Carb
2789,Milk Variant 7,522,6.1,25.68,46.09,"Liver-Friendly, Low-Carb, Balanced"
2790,Pasta Variant 10,541,1.14,20.08,31.32,"Heart-Healthy, Diabetes-Friendly, Kidney-Friendly"
2791,Orange Variant 31,310,25.85,27.81,26.36,"Heart-Healthy, Low-Salt, Liver-Friendly"
2792,Apple Variant 44,478,10.07,14.63,22.63,"Heart-Healthy, Balanced, Kidney-Friendly"
2793,Spinach Variant 25,396,6.77,2.07,49.79,Low-Carb
2794,Salmon Variant 33,507,23.62,1.29,59.77,Kidney-Friendly
2795,Cheese Variant 1,65,23.94,27.79,17.16,Liver-Friendly
2796,Tofu Variant 25,524,18.83,14.59,73.19,"Kidney-Friendly, Liver-Friendly, Balanced"
2797,Egg Variant 43,261,0.87,16.11,32.95,"Kidney-Friendly, Low-Salt, Balanced"
2798,Yogurt Variant 30,81,14.1,19.92,34.91,"Low-Salt, Diabetes-Friendly, Weight-Loss"
2799,Spinach Variant 42,250,16.85,6.1,4.6,"Low-Carb, Balanced, Liver-Friendly"
2800,Carrot Variant 11,377,9.5,10.52,66.95,"Liver-Friendly, Balanced"
2801,Apple Variant 12,139,32.83,8.65,68.44,"Weight-Loss, Heart-Healthy, High-Protein"
2802,Almonds Variant 48,168,16.22,2.53,14.72,"High-Protein, Liver-Friendly"
2803,Tofu Variant 45,329,11.4,29.91,71.09,"High-Protein, Diabetes-Friendly"
2804,Oats Variant 1,364,23.34,11.88,46.43,"Low-Carb, Weight-Loss, High-Protein"
2805,Yogurt Variant 18,324,15.28,28.28,61.7,"Heart-Healthy, Liver-Friendly"
2806,Milk Variant 47,329,17.9,14.48,20.88,"Weight-Loss, Kidney-Friendly"
2807,Egg Variant 24,367,23.68,28.07,72.88,"Heart-Healthy, Liver-Friendly, High-Protein"
2808,Cheese Variant 29,588,34.89,9.47,55.95,"Low-Salt, Heart-Healthy, Balanced"
2809,Salmon Variant 26,217,17.38,28.22,40.15,"High-Protein, Weight-Loss"
2810,Pasta Variant 35,83,22.67,12.29,20.5,Kidney-Friendly
2811,Salmon Variant 1,191,32.4,2.25,50.51,"Heart-Healthy, Diabetes-Friendly"
2812,Oats Variant 47,488,32.49,9.13,15.39,"Kidney-Friendly, Diabetes-Friendly, Low-Carb"
2813,Tofu Variant 8,200,37.62,27.93,69.08,Kidney-Friendly
2814,Broccoli Variant 45,63,26.69,27.95,64.76,"Balanced, Diabetes-Friendly, Liver-Friendly"
2815,Bread Variant 29,473,36.27,25.84,23.02,Diabetes-Friendly
2816,Orange Variant 34,137,22.73,20.75,26.82,Balanced
2817,Orange Variant 21,369,4.87,1.45,1.83,Balanced
2818,Almonds Variant 34,324,25.52,17.06,63.97,"Low-Carb, Diabetes-Friendly, High-Protein"
2819,Milk Variant 50,175,35.22,6.34,7.93,Balanced
2820,Almonds Variant 42,287,30.69,25.24,3.74,Heart-Healthy
2821,Cheese Variant 2,562,31.94,12.86,31.83,Low-Carb
2822,Orange Variant 14,217,22.44,12.98,59.9,"Diabetes-Friendly, Liver-Friendly, Low-Salt"
2823,Salmon Variant 15,583,38.65,21.24,56.67,"High-Protein, Kidney-Friendly"
2824,Egg Variant 2,373,33.42,23.54,18.24,"Weight-Loss, Low-Carb, Kidney-Friendly"
2825,Potato Variant 26,135,26.56,29.93,40.79,Heart-Healthy
2826,Egg Variant 7,119,8.1,19.72,31.31,"Balanced, Weight-Loss, Heart-Healthy"
2827,Apple Variant 12,235,3.26,16.86,51.45,"High-Protein, Weight-Loss"
2828,Oats Variant 49,91,20.63,29.26,8.89,"Weight-Loss, High-Protein, Low-Salt"
2829,Milk Variant 9,179,33.58,27.13,75.17,Liver-Friendly
2830,Chicken Breast Variant 31,556,7.68,22.32,8.4,"Liver-Friendly, Low-Salt, Low-Carb"
2831,Banana Variant 38,376,7.37,27.82,77.44,"Diabetes-Friendly, Weight-Loss, Balanced"
2832,Salmon Variant 21,420,29.16,20.9,34.83,"Low-Carb, Balanced"
2833,Oats Variant 29,288,7.26,26.21,11.38,"Low-Salt, Balanced, High-Protein"
2834,Oats Variant 48,69,39.58,5.84,67.04,"Balanced, Kidney-Friendly, Low-Carb"
2835,Milk Variant 32,525,14.17,3.49,26.74,"Heart-Healthy, Diabetes-Friendly, Low-Carb"
2836,Carrot Variant 12,222,6.28,2.7,67.41,Diabetes-Friendly
2837,Broccoli Variant 49,434,6.39,9.38,11.12,"Liver-Friendly, Weight-Loss"
2838,Beef Variant 4,506,3.4,7.64,34.86,"Low-Carb, Balanced"
2839,Milk Variant 46,229,31.72,4.51,15.04,"Balanced, Liver-Friendly, Weight-Loss"
2840,Milk Variant 1,297,15.69,22.79,63.78,Liver-Friendly
2841,Orange Variant 37,374,19.56,0.56,71.85,"Weight-Loss, Diabetes-Friendly"
2842,Broccoli Variant 9,96,30.69,6.44,24.33,"Balanced, Low-Salt, High-Protein"
2843,Orange Variant 11,412,24.34,23.9,74.35,"Low-Carb, Liver-Friendly, Heart-Healthy"
2844,Apple Variant 22,87,8.64,18.98,27.76,Heart-Healthy
2845,Almonds Variant 34,591,18.02,22.76,22.44,"Liver-Friendly, Low-Carb"
2846,Yogurt Variant 34,300,3.47,23.84,68.93,"Low-Salt, Low-Carb"
2847,Milk Variant 27,563,39.66,25.23,27.47,Weight-Loss
2848,Almonds Variant 18,578,25.87,12.99,76.67,High-Protein
2849,Broccoli Variant 19,214,10.34,22.1,47.75,Kidney-Friendly
2850,Carrot Variant 34,411,2.99,26.96,37.54,"High-Protein, Diabetes-Friendly, Liver-Friendly"
2851,Cheese Variant 34,44,28.77,26.32,10.78,"Low-Salt, High-Protein, Weight-Loss"
2852,Broccoli Variant 42,390,20.96,14.95,37.67,"Balanced, Diabetes-Friendly"
2853,Yogurt Variant 45,428,25.05,8.65,29.17,"Liver-Friendly, Diabetes-Friendly"
2854,Apple Variant 27,384,14.56,2.73,50.18,"Weight-Loss, Liver-Friendly, Heart-Healthy"
2855,Potato Variant 4,582,29.67,4.1,15.75,"Low-Carb, Heart-Healthy"
2856,Cheese Variant 1,256,32.48,23.31,21.19,"Low-Salt, Low-Carb"
2857,Salmon Variant 20,366,24.06,16.24,10.93,Diabetes-Friendly
2858,Cheese Variant 23,44,21.87,2.15,11.04,"Low-Carb, Weight-Loss"
2859,Banana Variant 7,354,7.62,22.15,15,Balanced
2860,Egg Variant 8,66,25.79,4.4,13.51,Low-Carb
2861,Tofu Variant 37,174,27.22,10.05,69.39,"Kidney-Friendly, Low-Salt"
2862,Egg Variant 49,82,3.48,8.66,67.73,High-Protein
2863,Broccoli Variant 25,311,37.05,8.1,36.1,"Liver-Friendly, Low-Salt"
2864,Beef Variant 45,265,12.64,5.38,49.39,"Low-Carb, Low-Salt, Kidney-Friendly"
2865,Spinach Variant 46,600,12.59,25.87,36.18,"Low-Carb, Low-Salt"
2866,Spinach Variant 4,422,38.53,22.04,55.26,Diabetes-Friendly
2867,Oats Variant 47,330,18.55,1.2,55.61,"Low-Carb, High-Protein, Balanced"
2868,Cheese Variant 16,179,3.74,16.9,28.67,"Kidney-Friendly, Balanced"
2869,Almonds Variant 28,448,37.65,0.85,56.45,"Low-Carb, Balanced"
2870,Tofu Variant 14,231,4.4,13.1,22.4,"High-Protein, Heart-Healthy, Weight-Loss"
2871,Tofu Variant 9,516,20.45,11.68,53.85,"Diabetes-Friendly, Low-Carb"
2872,Milk Variant 39,217,1.95,25.86,43.13,Low-Carb
2873,Potato Variant 48,282,25.97,26.98,43.74,"Balanced, Heart-Healthy, Low-Salt"
2874,Yogurt Variant 1,79,30.16,26.48,46.13,Kidney-Friendly
2875,Orange Variant 41,459,14.94,23.87,22.08,"Kidney-Friendly, Liver-Friendly, Balanced"
2876,Cheese Variant 2,438,21.76,25.69,73.39,"Kidney-Friendly, Balanced"
2877,Orange Variant 34,189,19.33,16.85,51.3,"Balanced, Diabetes-Friendly, Heart-Healthy"
2878,Pasta Variant 22,441,24.59,22.33,60.78,"Low-Salt, Weight-Loss, Diabetes-Friendly"
2879,Bread Variant 31,189,17.45,14.94,74.83,"Low-Salt, Weight-Loss"
2880,Pasta Variant 14,418,33.49,18.11,64.41,"High-Protein, Liver-Friendly"
2881,Almonds Variant 8,439,29.08,26.58,41.01,Heart-Healthy
2882,Yogurt Variant 29,120,36.25,21.02,29.2,"Diabetes-Friendly, Balanced, Weight-Loss"
2883,Tofu Variant 37,130,33.14,10.39,41.35,"Diabetes-Friendly, Heart-Healthy"
2884,Apple Variant 20,462,10.01,7.1,51.98,"Low-Carb, Liver-Friendly"
2885,Salmon Variant 1,56,2.8,16.68,30.98,High-Protein
2886,Salmon Variant 32,575,29.39,25.45,52,Heart-Healthy
2887,Banana Variant 40,335,37.94,17.74,16.93,Liver-Friendly
2888,Spinach Variant 23,282,36.77,21.41,46.27,"Low-Carb, Liver-Friendly, Low-Salt"
2889,Bread Variant 23,106,12.41,6.19,60.29,"Heart-Healthy, Kidney-Friendly, Balanced"
2890,Rice Variant 20,244,30.5,28.19,71.58,Kidney-Friendly
2891,Carrot Variant 38,450,14.76,1.98,4.33,"Low-Salt, Kidney-Friendly"
2892,Apple Variant 3,137,12.78,24.14,33.61,"Low-Carb, Balanced"
2893,Spinach Variant 29,133,21.49,25.37,74.54,"Liver-Friendly, Kidney-Friendly"
2894,Orange Variant 6,433,28.4,11.41,50.62,"Heart-Healthy, Balanced"
2895,Oats Variant 24,599,27.98,28.26,49.68,Balanced
2896,Cheese Variant 34,69,39.56,9.68,69.46,Balanced
2897,Almonds Variant 2,195,19.71,8.17,5.96,"Liver-Friendly, Diabetes-Friendly"
2898,Bread Variant 37,538,29.58,18.43,76.3,"Balanced, Diabetes-Friendly"
2899,Spinach Variant 8,140,0.59,8.25,11.61,Low-Carb
2900,Pasta Variant 6,172,32.77,5.96,47.46,"Weight-Loss, Diabetes-Friendly"
2901,Milk Variant 49,279,10.92,12.31,70.11,"Weight-Loss, Low-Carb, Liver-Friendly"
2902,Pasta Variant 16,66,12.28,3.78,66.16,"Heart-Healthy, Balanced"
2903,Pasta Variant 10,473,33.8,18.76,68.88,High-Protein
2904,Beef Variant 47,517,22.42,22.68,15.21,"High-Protein, Kidney-Friendly, Balanced"
2905,Broccoli Variant 38,32,18.05,11.53,71.24,Heart-Healthy
2906,Spinach Variant 41,106,24,3.43,43.08,Low-Carb
2907,Salmon Variant 13,55,10.99,8,43.51,"Kidney-Friendly, High-Protein"
2908,Salmon Variant 43,98,13.21,7.24,8.35,"Kidney-Friendly, Low-Carb, Balanced"
2909,Chicken Breast Variant 30,426,13.2,0.75,66.98,"High-Protein, Balanced"
2910,Pasta Variant 19,322,26.25,11.48,17.63,"Heart-Healthy, High-Protein"
2911,Chicken Breast Variant 10,79,32.29,23.79,24.78,"Weight-Loss, Low-Carb"
2912,Pasta Variant 10,277,10.25,22.86,23.37,Heart-Healthy
2913,Banana Variant 37,451,25.06,22.21,50.65,"High-Protein, Liver-Friendly, Heart-Healthy"
2914,Salmon Variant 21,499,39.78,7.65,2.71,Diabetes-Friendly
2915,Almonds Variant 37,561,13.81,22.54,62.17,"Low-Salt, Heart-Healthy"
2916,Salmon Variant 3,40,16.45,1.25,1.61,"High-Protein, Weight-Loss"
2917,Bread Variant 48,353,18.83,16.52,62.09,"Liver-Friendly, Weight-Loss, Diabetes-Friendly"
2918,Chicken Breast Variant 19,292,30.28,21.86,6.2,"High-Protein, Diabetes-Friendly, Low-Salt"
2919,Apple Variant 20,88,36.23,28.48,44.35,"Kidney-Friendly, Low-Carb"
2920,Potato Variant 16,319,33.34,11.01,48.35,"Heart-Healthy, Low-Carb, Diabetes-Friendly"
2921,Milk Variant 5,180,29.05,22.43,38.7,Liver-Friendly
2922,Oats Variant 13,443,30.29,4.78,14.9,"Heart-Healthy, Diabetes-Friendly"
2923,Bread Variant 30,244,7.26,5.12,61.93,"Diabetes-Friendly, High-Protein"
2924,Apple Variant 28,315,37.99,10.22,25.83,"Balanced, Liver-Friendly"
2925,Spinach Variant 19,346,7.59,4.66,62.81,"Balanced, Heart-Healthy, Weight-Loss"
2926,Bread Variant 16,593,25.68,18.67,57.42,Liver-Friendly
2927,Cheese Variant 26,466,23.85,15.54,42.09,"High-Protein, Low-Salt"
2928,Yogurt Variant 1,126,1.36,21.33,40.93,Kidney-Friendly
2929,Yogurt Variant 46,127,10.27,8.05,10.78,"Weight-Loss, Diabetes-Friendly, Kidney-Friendly"
2930,Almonds Variant 26,385,5.42,25.74,14.3,"Low-Salt, Heart-Healthy, High-Protein"
2931,Carrot Variant 8,121,27.07,26,11.38,Low-Carb
2932,Milk Variant 11,326,23.87,4.61,52.15,Balanced
2933,Orange Variant 30,50,17.17,28.46,25.16,"Weight-Loss, Low-Carb, Diabetes-Friendly"
2934,Yogurt Variant 36,547,10.34,22.22,64.42,"Low-Carb, High-Protein, Diabetes-Friendly"
2935,Pasta Variant 21,286,7.66,7.3,29.94,Low-Salt
2936,Yogurt Variant 49,544,11.76,21.9,61.73,"Kidney-Friendly, Heart-Healthy"
2937,Cheese Variant 19,379,7.24,24.52,67.79,Weight-Loss
2938,Milk Variant 7,258,13.06,28.66,28.16,Balanced
2939,Rice Variant 34,111,14.29,26.85,9.05,"Weight-Loss, Liver-Friendly"
2940,Egg Variant 10,537,22.7,7.83,25.81,"Heart-Healthy, Low-Carb"
2941,Bread Variant 49,497,15.44,20.7,24.54,"Liver-Friendly, Diabetes-Friendly"
2942,Yogurt Variant 3,44,33.23,12.97,34.44,"High-Protein, Low-Salt"
2943,Apple Variant 37,359,28.42,5.96,17.65,"Low-Carb, Weight-Loss"
2944,Potato Variant 6,302,5.7,12.97,77.13,"High-Protein, Weight-Loss"
2945,Broccoli Variant 43,34,31.06,1.25,10.45,"Balanced, Low-Salt, Diabetes-Friendly"
2946,Rice Variant 1,552,31.05,22.67,47.61,"Low-Salt, Diabetes-Friendly, Balanced"
2947,Rice Variant 34,137,28.49,15.31,46.28,"High-Protein, Balanced, Weight-Loss"
2948,Rice Variant 39,192,9.23,19.25,42.79,"Low-Salt, Low-Carb, Liver-Friendly"
2949,Broccoli Variant 5,232,31.59,23.33,42.12,Low-Carb
2950,Chicken Breast Variant 47,452,22.05,18.25,75.88,"Heart-Healthy, Low-Salt, Balanced"
2951,Banana Variant 2,319,38.09,2.07,47.24,"Diabetes-Friendly, Liver-Friendly, Low-Carb"
2952,Milk Variant 28,545,0.74,16.6,2.44,Heart-Healthy
2953,Rice Variant 30,514,10.8,20.78,40.9,"Low-Carb, Low-Salt"
2954,Milk Variant 9,412,32.71,16.21,23.59,Kidney-Friendly
2955,Cheese Variant 34,457,19.31,22.61,73.99,Liver-Friendly
2956,Salmon Variant 14,484,33.13,2.71,47.87,"Weight-Loss, Low-Carb, Liver-Friendly"
2957,Broccoli Variant 26,206,15.46,15.87,79.91,Balanced
2958,Chicken Breast Variant 49,206,30.64,7.35,60.97,Liver-Friendly
2959,Banana Variant 47,148,37.3,7.79,40.52,"Low-Salt, High-Protein"
2960,Milk Variant 41,592,18.46,20.02,55.54,"Heart-Healthy, Balanced, Liver-Friendly"
2961,Egg Variant 18,254,27.65,7.72,17.14,"Balanced, Low-Carb, High-Protein"
2962,Beef Variant 7,429,24.96,9.61,38.39,"Heart-Healthy, High-Protein, Balanced"
2963,Carrot Variant 37,467,13.09,12.03,11.71,"Weight-Loss, Low-Carb"
2964,Tofu Variant 25,92,31.61,23.03,5.53,Weight-Loss
2965,Spinach Variant 33,294,13.74,8.33,72.34,"Low-Carb, Low-Salt"
2966,Milk Variant 36,94,10.5,4.61,2.09,"Liver-Friendly, High-Protein"
2967,Spinach Variant 37,526,28.35,13.13,28.1,"Balanced, Weight-Loss, Liver-Friendly"
2968,Beef Variant 29,103,26.93,10.26,14.64,Low-Carb
2969,Yogurt Variant 31,72,25.81,15.08,34.58,Low-Carb
2970,Pasta Variant 46,72,28.18,21.48,39.71,"Heart-Healthy, Balanced"
2971,Tofu Variant 46,484,32.44,13.92,55.24,"Diabetes-Friendly, Kidney-Friendly, Weight-Loss"
